Gene name	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)
EIF5A	CHR_HG2087_PATCH	7310036	7315500
			
NINL	20	25452697	25585531
			
ATP5MGL	22	42639803	42640601
			
PDGFB	22	39223359	39244982
			
SVIL	10	29457338	29736959
			
	20	47318502	47320754
			
	20	48025245	48060271
			
MC3R	20	56248732	56249815
			
PABPC1L	20	44910060	44959035
			
MPPED1	22	43411196	43507848
			
	19	663482	669500
			
FSTL3	19	676392	683392
			
	22	45178990	45179310
			
	22	45155539	45156011
			
	22	26667693	26672654
			
CCDC117	22	28772674	28789301
			
	19	305573	306467
			
PLPP2	19	281040	291403
			
Y_RNA	21	39344537	39344628
			
RNF6P1	21	39373763	39377066
			
GET1	21	39377698	39428528
			
GPS2	CHR_HG2087_PATCH	7314361	7318601
			
PARVG	22	44172956	44219533
			
	20	4475638	4525200
			
LINC01273	20	50171809	50176676
			
	19	176896	177913
			
ENSAP1	20	15619494	15619819
			
WASH5P	19	60951	71626
			
BPI	20	38304150	38337505
			
OR4F17	19	107104	117102
			
	19	590430	591300
			
CFD	19	859664	863641
			
GET1-SH3BGR	21	39380332	39515506
			
MISP	19	751112	764318
			
MIR6508	21	39447010	39447069
			
MYL6P2	21	39488327	39488760
			
RPS26P4	21	39491544	39491898
			
JCADP1	21	39525583	39529855
			
B3GALT5-AS1	21	39597147	39612910
			
FAM138F	19	76163	77686
			
RPL35AP36	22	43957027	43957348
			
	21	39630271	39726085
			
PRR34	22	46049478	46054144
			
	21	39727755	39730680
			
LINC01002	19	198264	246544
			
IGSF5	21	39745407	39802096
			
TMEM184B	22	38219291	38273010
			
AHCY	20	34280268	34311802
			
PCP4	21	39867438	39929397
			
	X	54842014	54842134
			
SLC16A2	X	74421493	74533917
			
F7	13	113105788	113120685
			
DSCAM	21	40010999	40847158
			
	20	47630266	47631438
			
RIPOR3-AS1	20	50645471	50662275
			
	20	54232758	54269542
			
LINC01545	X	46887417	46899703
			
	20	46863563	46864104
			
TERF1P7	X	75326772	75327999
			
SUN5	20	32983773	33004433
			
LDHBP2	X	76334841	76335845
			
MIR223HG	X	66015461	66020422
			
GOT2P6	X	55961208	55962482
			
MTND1P31	X	62842542	62843502
			
MTHFD1P1	X	57392646	57395409
			
ZCCHC13	X	74304180	74305034
			
TOMM20P4	X	73223124	73223558
			
	CHR_HG2087_PATCH	7315698	7322211
			
FGD1	X	54445454	54496234
			
	CHR_HG1_PATCH	24120955	24131828
			
FITM1	CHR_HG1_PATCH	24131274	24132848
			
FXYD6P1	10	42555440	42555724
			
PSME2P6	10	22225698	22226024
			
LINC02644	10	30723251	30723740
			
	22	27276240	27286349
			
CICP9	10	38452987	38455365
			
HNRNPRP1	10	21624592	21626286
			
BIK	22	43110750	43129712
			
SLC46A3	13	28700064	28718970
			
COMMD3	10	22316386	22320306
			
PSME1	CHR_HG1_PATCH	24136162	24138966
			
NEURL4	CHR_HG2087_PATCH	7318665	7332430
			
	7	14814131	14816565
			
SDK1	7	3301252	4269000
			
	19	197310	198066
			
	22	48052646	48058275
			
RASL11A	13	27270830	27275192
			
OR4F8P	19	156279	157215
			
	19	1010221	1010907
			
RBFOX2	22	35738736	36028824
			
OR4G3P	19	94062	94974
			
KRT8P27	X	64623117	64624573
			
	X	21131496	21163726
			
CPB2-AS1	13	46052497	46161379
			
RNF126	19	647526	663233
			
RBM38	20	57391396	57409333
			
MAGED2	X	54807599	54816015
			
MIR4760	21	40212352	40212431
			
DSCAM-AS1	21	40383083	40385358
			
RN7SL288P	13	46169458	46169748
			
RN7SKP5	13	46249942	46250213
			
ABITRAMP1	13	46270077	46270617
			
	13	46290300	46298110
			
LINC00563	13	46296445	46297844
			
RNU2-6P	13	46374401	46374590
			
RNU6-68P	13	46410454	46410557
			
PPP1R2P4	13	46437394	46437988
			
	13	46458061	46459324
			
	21	40513144	40513279
			
OR7E101P	13	46460609	46461121
			
DSCAM-IT1	21	40615378	40630767
			
	13	46474246	46493268
			
COX17P1	13	46490930	46491121
			
LINC01522	20	47976739	47990127
			
	21	40736318	40754888
			
FKBP1AP3	13	46505118	46505436
			
YRDCP3	21	40863994	40864473
			
	21	41007244	41037362
			
CPB2	13	46053186	46105033
			
LINC00323	21	41141493	41148198
			
BSNDP1	20	25783553	25783919
			
PCK1	20	57561080	57568121
			
MIR3197	21	41167557	41167629
			
BACE2	21	41167801	41282530
			
TOLLIP	11	1274371	1309654
			
WBP1LP11	19	145485	145812
			
	19	928259	928817
			
OR4G1P	19	99175	106077
			
CICP19	19	193239	195595
			
AZU1	19	825097	832018
			
RPL7AP14	20	37444733	37445534
			
PREX1	20	48624252	48827999
			
LCP1	13	46125920	46211871
			
	19	197961	200775
			
FXYD6P2	10	38091764	38092051
			
	10	17862887	17865471
			
LINC02658	10	43777562	43778825
			
SLC9B1P3	10	38640971	38689068
			
	10	29373027	29409366
			
	10	43583498	43596625
			
SLC39A12	10	17951839	18043292
			
PLAC4	21	41175231	41186788
			
	X	37349330	38687674
			
BACE2-IT1	21	41180097	41180626
			
	21	41576135	41581319
			
PCSEAT	21	41580475	41582887
			
LINC00111	21	41679181	41697336
			
KLF8	X	56232356	56291531
			
LINC00479	21	41711520	41715775
			
	11	2129112	2158391
			
SSU72P7	11	4338660	4339244
			
C7orf26	7	6590021	6608726
			
KCNQ1OT1	11	2608328	2699994
			
LINC00112	21	41715806	41717975
			
SSU72P3	11	4329865	4330449
			
TOLLIP-AS1	11	1309769	1310707
			
INS-IGF2	11	2132538	2161209
			
RIPK4	21	41739369	41767089
			
PIM2	X	48913182	48919024
			
LINC00840	10	43778946	43901004
			
CIRBP	19	1259384	1274880
			
SSU72P5	11	4233288	4233872
			
XAGE3	X	52862525	52868083
			
IGF2	11	2129112	2141238
			
EMC9	CHR_HG1_PATCH	24138958	24141590
			
SIAH3	13	45777242	45851753
			
SFR1P2	X	85849410	85850139
			
HNRNPH3P1	X	80529037	80530027
			
LINC01198	13	46455131	46515958
			
	21	41739373	41741308
			
CUBNP1	10	42694371	42714575
			
MIR6814	21	41746772	41746841
			
RPL21P88	10	43630947	43631382
			
LINC02561	10	5266033	5271236
			
KIF4A	X	70290104	70420886
			
ABCG1	21	42199689	42297244
			
	10	45147394	45171389
			
IQCE	7	2558972	2614733
			
AMD1P1	10	20350049	20351100
			
	10	45725694	45726038
			
	10	22252072	22254589
			
	10	47517816	47553514
			
TNRC6B-DT	22	40043068	40044530
			
ZFAND4	10	45615500	45672780
			
TTLL1	22	43039516	43089419
			
	18	67672221	67767051
			
	18	79496058	79498348
			
LRRC63	13	46211940	46277366
			
	18	76122968	76145259
			
TP53RK	20	46684365	46689444
			
	20	34132270	34136485
			
	20	47160838	47161700
			
	18	78926053	78928494
			
	CHR_HG1_PATCH	24139444	24140443
			
	18	77093086	77093446
			
MOCOS	18	36187497	36272157
			
PSME2	CHR_HG1_PATCH	24143361	24147569
			
LINC00411	13	100934023	100944553
			
UQCC1	20	35302566	35412031
			
NALCN	13	101053776	101416508
			
MUC5B	11	1223066	1262172
			
	CHR_HG2087_PATCH	7333489	7338450
			
ACAP1	CHR_HG2087_PATCH	7339566	7354514
			
LINC01899	18	71732615	71788128
			
LINC02864	18	73151241	73264480
			
	18	80183680	80202992
			
	18	32018829	32111779
			
	18	71837039	71870788
			
NETO1	18	72742314	72868146
			
ADIPOR1P1	10	22162992	22165794
			
LINC02675	10	47588681	47619480
			
THAP12P1	X	74396871	74399550
			
	X	52409772	52410432
			
RPL21P93	10	28898996	28899484
			
PSMA1P1	X	80709928	80710705
			
PCNPP4	X	75537547	75538702
			
	X	88369343	88369459
			
MYO3A	10	25934229	26212532
			
XAGE2	X	52369021	52375680
			
	22	49612657	49615716
			
RIBC2	22	45413693	45432509
			
DLG3-AS1	X	70452958	70455994
			
TPMTP4	X	86128893	86129570
			
	11	1464582	1467632
			
SAR1AP4	X	75884546	75885136
			
	22	49166421	49188062
			
	18	71890409	71944577
			
	18	76884935	76888724
			
TRO	X	54920462	54931431
			
KCTD11	CHR_HG2087_PATCH	7354926	7357981
			
BRSK2	11	1389899	1462689
			
GGA1	22	37608725	37633564
			
ATP9B	18	79069285	79378287
			
	CHR_HG2087_PATCH	7355724	7357981
			
TMEM95	CHR_HG2087_PATCH	7358160	7360256
			
RNA5SP492	21	42221173	42221286
			
TFF2	21	42346357	42350997
			
TFF1	21	42362282	42366535
			
TMPRSS3	21	42371887	42396091
			
MIR7703	CHR_HG1_PATCH	24143488	24143564
			
RNF31	CHR_HG1_PATCH	24146682	24160659
			
LINC00555	13	102589372	102589813
			
	13	102593338	102593873
			
TPP2	13	102596986	102679958
			
EIF2AP4	10	44806443	44808223
			
BMI1	10	22321099	22331484
			
	20	10753278	10765286
			
PTGIS	20	49503874	49568137
			
PLCB1	20	8077251	8968360
			
	18	79185801	79191559
			
	18	71932493	71932796
			
UBASH3A	21	42403447	42447684
			
LINC00907	18	42159283	42691422
			
ZNF22-AS1	10	44997698	45000888
			
RPS6P14	10	48292699	48293417
			
	10	37791580	37791937
			
	10	25244061	25244854
			
	10	46580708	46598150
			
	10	16521714	16539737
			
	10	57955295	57957178
			
FTLP19	10	16071416	16071809
			
TACC1P1	10	37523011	37544701
			
ZNF33CP	10	37894637	37896666
			
MSRB2	10	23095579	23122013
			
MIR4789	CHR_HSCHR3_8_CTG2_1	175369545	175369626
			
RNU6-1233P	CHR_HSCHR3_8_CTG2_1	175403968	175404069
			
	CHR_HSCHR3_8_CTG2_1	175480640	175484323
			
	10	20095125	20099664
			
	10	48984564	49018897
			
CNDP2	18	74495816	74523454
			
OR13A1	10	45302298	45315608
			
PRKAR1B-AS1	7	603185	608482
			
CCNB2P1	7	7909300	7910449
			
	10	43630882	43631564
			
	7	879790	886547
			
OR7E26P	10	14999050	15000055
			
FAM238A	10	26589865	26594330
			
RPS12P16	10	34675635	34676041
			
CCNYL2	10	42408168	42475349
			
ICA1	7	8113184	8262687
			
CCDC168	13	102729367	102759072
			
	13	102760023	102766653
			
TEX30	13	102765888	102773811
			
	10	29891032	29891467
			
TMEM72	10	44911316	44937010
			
	CHR_HG1_PATCH	24147547	24166451
			
RNA5SP383	CHR_HG1_PATCH	24158602	24158721
			
PTF1A	10	23192312	23194245
			
IRF9	CHR_HG1_PATCH	24161264	24166564
			
	X	51395959	51465661
			
PRTFDC1	10	24848614	24952606
			
FGF16	X	77447389	77457278
			
TSSC4	11	2400488	2403878
			
POGLUT2	13	102784281	102798976
			
P2RY10BP	X	79084936	79085848
			
MMADHCP1	X	76222637	76223097
			
	X	70672895	70673515
			
RPL5P34	22	42776406	42777296
			
CPXCR1	X	88747225	88754785
			
	22	36766478	36769022
			
	22	39379610	39380015
			
	22	31082156	31083565
			
LINC02554	22	27307777	27318501
			
HMGN1P34	X	78519593	78520186
			
LGALS1	22	37675636	37679802
			
HDAC8	X	72329516	72573101
			
RPH3AL-AS1	17	331205	333488
			
IGF2-AS	11	2140501	2148666
			
	CHR_HG2263_PATCH	17082295	17085049
			
BIVM-ERCC5	13	102799110	102875994
			
TCERG1P2	CHR_HG2263_PATCH	17094351	17094927
			
P2RX5-TAX1BP3	17	3663063	3696194
			
	CHR_HG2263_PATCH	17096202	17096421
			
XYLT1	CHR_HG2263_PATCH	17108698	17259501
			
TTC28	22	27978014	28679865
			
	CHR_HG2263_PATCH	17134504	17138736
			
DCLRE1C	10	14897359	14954432
			
	CHR_HG2263_PATCH	17192863	17194232
			
OR52B3P	11	4378282	4379209
			
MUC5B-AS1	11	1242261	1249676
			
	CHR_HG2263_PATCH	17227023	17228000
			
OR52K3P	11	4393783	4476361
			
	CHR_HG2263_PATCH	17249674	17251395
			
	CHR_HG2263_PATCH	17405678	17408073
			
RPL26P30	11	2335135	2347685
			
SGSM2	17	2337498	2381058
			
	CHR_HG2263_PATCH	17445825	17446380
			
	CHR_HG2263_PATCH	17453470	17456236
			
OR52P2P	11	4431323	4432277
			
OR52B4	11	4367263	4368386
			
BIVM	13	102799119	102841533
			
KCNQ1	11	2444684	2849105
			
RNU6-1149P	21	42417497	42417593
			
RSPH1	21	42472486	42496246
			
REC8	CHR_HG1_PATCH	24171852	24180256
			
MB	22	35606764	35637951
			
SLC37A1	21	42496008	42581440
			
METTL21EP	13	102880099	102896033
			
	13	102888858	102889834
			
	18	72743756	72745961
			
	13	102903339	102904000
			
	18	79085134	79086435
			
GAS6-AS1	13	113815630	113845744
			
	18	79253577	79254856
			
	18	74504766	74505248
			
	18	60611773	60654623
			
GAS6	13	113820549	113864076
			
	18	65105873	65125710
			
LINC01910	18	70380140	70384591
			
GTSCR1	18	70630534	70650744
			
	18	35443869	35467088
			
TSPAN13	7	16753755	16784536
			
	18	40062903	40066471
			
	18	735746	737459
			
	18	25953216	25953468
			
	18	40245879	40247367
			
	18	36273574	36274599
			
ZNF516-AS1	18	76491629	76493918
			
	18	60628963	60902726
			
ACTBP15	22	41074180	41075239
			
PKDREJ	22	46255663	46263343
			
	18	29256817	29257060
			
	18	76385642	76389406
			
LARP7P3	18	70412055	70412391
			
	22	48141542	48143229
			
	3	53348	54346
			
	3	7241916	7250209
			
	18	37565281	37762131
			
LINC02556	22	23326616	23328493
			
RPL23AP39	3	1730070	1730474
			
	7	20296637	20314512
			
	22	39242188	39279897
			
	CHR_HG2525_PATCH	49203171	49203726
			
SERPINB2	18	63871692	63903888
			
	CHR_HG2525_PATCH	49212251	49212624
			
CHL1-AS1	3	363370	385795
			
	CHR_HG2525_PATCH	49229573	49231284
			
ANKRD54	22	37830855	37849327
			
SNX18P23	CHR_HG2525_PATCH	49233289	49233965
			
	CHR_HG2525_PATCH	49238032	49245419
			
	3	5962842	6124120
			
MTCO3P39	CHR_HG2525_PATCH	49246021	49246538
			
	3	3250687	3627296
			
MTND3P22	CHR_HG2525_PATCH	49246601	49246915
			
GAS6-DT	13	113864112	113866834
			
	7	16970320	17299368
			
	CHR_HG2525_PATCH	49270489	49271208
			
	21	42496539	42497443
			
	CHR_HG2525_PATCH	49339472	49340191
			
	21	42508624	42509661
			
	11	1333250	1337068
			
	13	113877608	113879376
			
HDAC11-AS1	3	13476982	13480053
			
	21	42560374	42561934
			
TRIM21	11	4384897	4393702
			
LINC00454	13	113878489	113883651
			
	3	14791534	14793504
			
WNT7A	3	13816258	13880071
			
LINC01671	21	42599280	42615058
			
	21	42648271	42651244
			
OR7E39P	7	6835420	6835794
			
PDE9A	21	42653621	42775509
			
LINC00452	13	113888306	113923512
			
	7	1080863	1082178
			
RPA3	7	7636518	7718607
			
SSU72P6	11	4278705	4279192
			
LINC02689	11	1350359	1364286
			
H3P33	11	11856490	11856859
			
	11	6362799	6365267
			
	13	113883667	113887149
			
	3	17990023	17995544
			
LINC00565	13	113923052	113928991
			
NUDT15	13	48037726	48047221
			
IPO4	CHR_HG1_PATCH	24180218	24188868
			
	13	48041751	48042184
			
MED4	13	48053323	48095131
			
NXPH1	7	8433609	8752961
			
CHL1	3	196763	409417
			
	17	2962248	2965895
			
	7	37032	37477
			
MACC1-AS1	7	20141916	20153531
			
APBB1	11	6395124	6419414
			
	7	446281	448823
			
THRAP3P3	7	11820317	11821294
			
	7	1508655	1509427
			
GLCCI1-DT	7	7958183	7969903
			
ANKFY1	17	4163821	4263995
			
	7	1464497	1467522
			
THSD7A	7	11370365	11832198
			
LINC01477	18	40066286	40099233
			
RPL12P40	18	37672689	37673176
			
	18	35443871	35497940
			
	18	69240448	69250781
			
	18	65186159	65187018
			
	18	37960220	37992413
			
	18	71000477	71011490
			
	18	77108284	77110537
			
	18	41341319	41507550
			
MED4-AS1	13	48077137	48079991
			
CNDP1	18	74534500	74587212
			
POLR2KP2	13	48134358	48134534
			
PSME2P2	13	48771128	48771827
			
RB1	13	48303744	48599436
			
FUNDC2P4	22	39155525	39155945
			
TSPO	22	43151547	43163242
			
HSD17B7P2	CHR_HG545_PATCH	38356380	38378505
			
	7	20641558	20641948
			
MIOS-DT	7	7552462	7566996
			
ANKRD61	7	6031376	6036552
			
PAPOLB	7	4857738	4862030
			
SGCG	13	23180979	23325162
			
	22	44139365	44153626
			
RSPH10B	7	5925550	5970683
			
RPL35P8	22	49213911	49214247
			
	22	25048967	25051966
			
IGLV2-33	22	22588155	22588688
			
HMGB1P1	20	57488392	57489027
			
	22	27307483	27318538
			
CBLN4	20	55997357	56005519
			
LINC01638	22	27221349	27225134
			
	22	40788777	40789267
			
	22	49548681	49556473
			
	22	49933198	49934074
			
SEPTIN7P9	CHR_HG545_PATCH	38383069	38402916
			
DKKL1P1	20	31274170	31274867
			
	20	20363691	20365657
			
BPIFB3	20	33055424	33073628
			
INPP5J	22	31122731	31134697
			
RBM26	13	79311824	79406477
			
	18	36278735	36279119
			
	18	38655209	38688033
			
	CHR_HG545_PATCH	38403189	38452153
			
	18	68908048	68908599
			
PARD6G	18	80157232	80247514
			
	18	56061109	56063078
			
	18	42649520	42657893
			
RNU6-1118P	CHR_HG545_PATCH	38423625	38423728
			
LINC01733	20	25955795	25969288
			
	18	68102087	68114878
			
CICP9	CHR_HG545_PATCH	38452987	38455365
			
LINC00028	20	31485778	31487574
			
	CHR_HG545_PATCH	38453181	38466176
			
	18	738058	739444
			
	20	48007875	48022237
			
RPL17P45	18	40143926	40144504
			
	20	47974137	47977584
			
	20	48120269	48136844
			
	18	29278509	29361963
			
SRMP1	20	47859788	47860672
			
ABCD1P2	CHR_HG545_PATCH	38637657	38641848
			
MIR133A1HG	18	21825487	21831539
			
ATP9A	20	51596514	51768390
			
	CHR_HG545_PATCH	38653494	38653583
			
PABPC1P12	CHR_HG545_PATCH	38672147	38674321
			
	18	69398726	69399249
			
	18	77112602	77115726
			
SLC9B1P3	CHR_HG545_PATCH	38677210	38725307
			
	18	68992718	68993375
			
	18	74464410	74468707
			
ZSCAN30	18	35251058	35290245
			
SPAG7	17	4959226	4967817
			
ACTR3BP5	CHR_HG545_PATCH	38732663	38734141
			
CHEK2P5	CHR_HG545_PATCH	38749434	38755468
			
	CHR_HG545_PATCH	38785406	38785678
			
	CHR_HG545_PATCH	38798334	38798730
			
	7	20588990	20590085
			
RPL23AP52	7	11006399	11006876
			
ZDHHC20	13	21372571	21459370
			
	7	9981516	10085494
			
RPL36AP26	7	15701435	15701752
			
	7	9082557	9189857
			
LINC01916	18	65423958	65448167
			
PSMG3	7	1567332	1571005
			
	18	14253548	14254075
			
	18	75103587	75106260
			
TWSG1	18	9334767	9402420
			
ITCH-AS1	20	34441592	34442025
			
RALY	20	33993646	34108308
			
	17	6628619	6640456
			
OR7E136P	7	6866658	6867672
			
DCLK1	13	35768652	36131382
			
	7	6924078	6924513
			
	7	20096137	20130475
			
ZZEF1	17	4004445	4143030
			
C1GALT1	7	7156934	7248616
			
	18	738058	739662
			
ZNF236-DT	18	76794732	76822295
			
LINC01922	18	74409415	74413209
			
DOK6	18	69400888	69849087
			
CAV3	3	8733802	8841808
			
	7	7255154	7278071
			
PRKAR1B	7	549197	727650
			
MICOS10P3	3	27214816	27215018
			
PARD6G-AS1	18	80147924	80179839
			
FAM96AP1	3	28427963	28428444
			
	3	17871729	17872598
			
RPL31P20	3	24430748	24431107
			
LMCD1-AS1	3	7951263	8611924
			
	16	1971655	1971896
			
RPL3L	16	1943974	1957606
			
	18	76805151	76805736
			
KIAA1328	18	36829106	37232172
			
DYNC1LI1	3	32525974	32570858
			
ATP12A	13	24680408	24712472
			
CIRBP-AS1	19	1267471	1270260
			
RPS2	16	1962058	1964841
			
	19	200499	201174
			
	19	71778	72718
			
ABCA7	19	1039997	1065572
			
EFNB2	13	106489745	106535662
			
PROSER2	10	11823339	11872277
			
DGKH	13	42040036	42256578
			
CFAP61	20	20052514	20360703
			
CRK	17	1420689	1463162
			
MAPK8	10	48306639	48439360
			
	18	9335269	9336242
			
	18	76615160	76617645
			
	18	75112137	75125565
			
ZADH2	18	75195113	75209139
			
	3	14648194	14649432
			
	7	15667947	15681980
			
	18	79352458	79354567
			
MESTP4	3	29087396	29088599
			
	22	32129689	32130612
			
RAP1GAP2	17	2755705	3037741
			
TTLL1-AS1	22	43038585	43052366
			
LINC02587	7	15688378	15696886
			
XPC-AS1	3	14144637	14165978
			
ANKRD29	18	23598926	23662911
			
	7	9869774	9985895
			
	22	38231320	38232248
			
GOLGA2P4	22	42784462	42787100
			
	7	19144293	19146253
			
CRYBB2	22	25212564	25231870
			
PCMTD1P3	7	23721311	23721782
			
LINC02084	3	27712910	27714005
			
	3	3918709	4046722
			
RSPH10B2	7	6754109	6799365
			
	3	34524818	34543880
			
RPSAP11	3	32190747	32191627
			
UBE2FP1	3	37143512	37143958
			
RPSAP32	3	617789	618314
			
RPL29P11	3	37016523	37017014
			
	22	45262273	45263585
			
SCUBE1-AS2	22	43212674	43213661
			
	22	44183031	44187739
			
	22	44413485	44414814
			
MOB2	11	1469457	1501247
			
LINC01538	18	64181314	64260055
			
	22	25580241	25581382
			
IGLV2-14	22	22758700	22759218
			
PITPNB	22	27851669	27920134
			
SERPINB8	18	63970029	64019779
			
RIC3-DT	11	8169167	8178903
			
ZNF215	11	6926404	7001004
			
SLC6A1	3	10992186	11039247
			
UPRT	X	75156388	75304885
			
	CHR_HG1_PATCH	24180394	24190415
			
	19	1038727	1039064
			
EFNA2	19	1285873	1301431
			
	19	382725	387533
			
	CHR_HG1_PATCH	24188913	24193105
			
	19	1748056	1748745
			
TM9SF1	CHR_HG1_PATCH	24189148	24195686
			
MED16	19	867630	893218
			
	11	16974693	16975013
			
CCKBR	11	6259806	6272127
			
NHLRC4	16	567005	569495
			
